id,title,source_path,archive_path,output_path,status,input_i_lufs,input_tp_db,input_lra,effective_target_lufs,target_offset_db,applied_gain_db,uncapped_gain_db,flags,notes
denacath_20120808_064000,"good quality rock slide, slow speed, blocky extrusive igneous chunks","highlights/audio/GEOPHONY/DENACATH_20120808_064000 good quality rock slide, slow speed, blocky extrusive igneous chunks TRIM.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENACATH_20120808_064000 good quality rock slide, slow speed, blocky extrusive igneous chunks TRIM.mp3","highlights/audio_normalized/GEOPHONY/DENACATH_20120808_064000 good quality rock slide, slow speed, blocky extrusive igneous chunks TRIM.mp3",ok,-52.63,-13.51,17.8,-40.63,6.57,12.0,34.63,gain_capped,boost capped at 12.0 dB (would have been 34.6 dB)
denakich_20120522_100025,Avalanche with bird song,highlights/audio/GEOPHONY/DENAKICH_20120522_100025_Avalanche with bird song.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAKICH_20120522_100025_Avalanche with bird song.mp3,highlights/audio_normalized/GEOPHONY/DENAKICH_20120522_100025_Avalanche with bird song.mp3,ok,-36.41,-11.81,22.3,-24.41,-1.23,12.0,18.41,gain_capped,boost capped at 12.0 dB (would have been 18.4 dB)
denakich_20120522_161217,Avalanche loud and sudden,highlights/audio/GEOPHONY/DENAKICH_20120522_161217 Avalanche loud and sudden AMPLIFY -3 dBFS FADE OUT.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAKICH_20120522_161217 Avalanche loud and sudden AMPLIFY -3 dBFS FADE OUT.mp3,highlights/audio_normalized/GEOPHONY/DENAKICH_20120522_161217 Avalanche loud and sudden AMPLIFY -3 dBFS FADE OUT.mp3,ok,-23.84,-3.27,17.9,-18.0,1.75,5.84,5.84,,
denaruth_20190526_040919,small avalanche with distinct slab-breaking event,highlights/audio/GEOPHONY/DENARUTH_20190526_040919 small avalanche with distinct slab-breaking event AMPLIFY +15dB.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENARUTH_20190526_040919 small avalanche with distinct slab-breaking event AMPLIFY +15dB.mp3,highlights/audio_normalized/GEOPHONY/DENARUTH_20190526_040919 small avalanche with distinct slab-breaking event AMPLIFY +15dB.mp3,ok,-41.82,-15.0,24.7,-29.82,2.37,12.0,23.82,gain_capped,boost capped at 12.0 dB (would have been 23.8 dB)
denaruth_20190529_214609,prominent snow avalanche,highlights/audio/GEOPHONY/DENARUTH_20190529_214609 prominent snow avalanche.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENARUTH_20190529_214609 prominent snow avalanche.mp3,highlights/audio_normalized/GEOPHONY/DENARUTH_20190529_214609 prominent snow avalanche.mp3,ok,-48.07,-19.92,21.6,-36.07,-1.5,12.0,30.07,gain_capped,boost capped at 12.0 dB (would have been 30.1 dB)
denaskgl_20210602_041003,rock slide,highlights/audio/GEOPHONY/DENASKGL_20210602_041003 rock slide.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENASKGL_20210602_041003 rock slide.mp3,highlights/audio_normalized/GEOPHONY/DENASKGL_20210602_041003 rock slide.mp3,ok,-54.61,-29.42,16.8,-42.61,2.51,12.0,36.61,gain_capped,boost capped at 12.0 dB (would have been 36.6 dB)
denasush_20260612_111248,"clear, crisp thunder","highlights/audio/GEOPHONY/DENASUSH_20260612_111248 clear, crisp thunder TRIM.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENASUSH_20260612_111248 clear, crisp thunder TRIM.mp3","highlights/audio_normalized/GEOPHONY/DENASUSH_20260612_111248 clear, crisp thunder TRIM.mp3",ok,-24.27,-0.72,16.5,-18.0,2.12,6.27,6.27,,
denatrla_20240802_081511,"a moderate-sized rock slide for this site location, probably from Nenana Ridge to the northeast, ~500 meters","highlights/audio/GEOPHONY/DENATRLA_20240802_081511 a moderate-sized rock slide for this site location, probably from Nenana Ridge to the northeast, ~500 meters.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENATRLA_20240802_081511 a moderate-sized rock slide for this site location, probably from Nenana Ridge to the northeast, ~500 meters.mp3","highlights/audio_normalized/GEOPHONY/DENATRLA_20240802_081511 a moderate-sized rock slide for this site location, probably from Nenana Ridge to the northeast, ~500 meters.mp3",ok,-33.03,-2.2,10.0,-21.03,1.05,12.0,15.03,gain_capped,boost capped at 12.0 dB (would have been 15.0 dB)
denatrla_20240802_152712,"rock slide, probably from Nenana Ridge to northeast about 500 meters","highlights/audio/GEOPHONY/DENATRLA_20240802_152712 rock slide, probably from Nenana Ridge to northeast about 500 meters.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENATRLA_20240802_152712 rock slide, probably from Nenana Ridge to northeast about 500 meters.mp3","highlights/audio_normalized/GEOPHONY/DENATRLA_20240802_152712 rock slide, probably from Nenana Ridge to northeast about 500 meters.mp3",ok,-38.53,-2.19,11.4,-26.53,4.16,12.0,20.53,gain_capped,boost capped at 12.0 dB (would have been 20.5 dB)
denaudal_20100702_132530,ice bubbles and creaking,highlights/audio/GEOPHONY/DENAUDAL_20100702_132530 ice bubbles and creaking.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUDAL_20100702_132530 ice bubbles and creaking.mp3,highlights/audio_normalized/GEOPHONY/DENAUDAL_20100702_132530 ice bubbles and creaking.mp3,ok,-49.06,-25.73,1.0,-37.06,-0.15,12.0,31.06,gain_capped,boost capped at 12.0 dB (would have been 31.1 dB)
denaudal_20100702_132533,ice bubbles and creaking,highlights/audio/GEOPHONY/DENAUDAL_20100702_132533 ice bubbles and creaking BESSEL FILTER 1000 - 10000 Hz AMPLIFY +20 dBFS.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUDAL_20100702_132533 ice bubbles and creaking BESSEL FILTER 1000 - 10000 Hz AMPLIFY +20 dBFS.mp3,highlights/audio_normalized/GEOPHONY/DENAUDAL_20100702_132533 ice bubbles and creaking BESSEL FILTER 1000 - 10000 Hz AMPLIFY +20 dBFS.mp3,ok,-39.25,-19.91,2.4,-27.25,-0.32,12.0,21.25,gain_capped,boost capped at 12.0 dB (would have been 21.2 dB)
denaupel_20130511_232743,DENAUPEL_20130511_232743-RockSlide,highlights/audio/GEOPHONY/DENAUPEL_20130511_232743-RockSlide.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUPEL_20130511_232743-RockSlide.mp3,highlights/audio_normalized/GEOPHONY/DENAUPEL_20130511_232743-RockSlide.mp3,ok,-54.83,-23.17,18.2,-42.83,0.32,12.0,36.83,gain_capped,boost capped at 12.0 dB (would have been 36.8 dB)
denautok_20190810_082714,rock slide with deep thump,highlights/audio/GEOPHONY/DENAUTOK_20190810_082714 rock slide with deep thump.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUTOK_20190810_082714 rock slide with deep thump.mp3,highlights/audio_normalized/GEOPHONY/DENAUTOK_20190810_082714 rock slide with deep thump.mp3,ok,-36.08,-10.2,15.6,-24.08,-1.19,12.0,18.08,gain_capped,boost capped at 12.0 dB (would have been 18.1 dB)
denauyen_20120520_124131,short midground rock slide,highlights/audio/GEOPHONY/DENAUYEN_20120520_124131 short midground rock slide.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUYEN_20120520_124131 short midground rock slide.mp3,highlights/audio_normalized/GEOPHONY/DENAUYEN_20120520_124131 short midground rock slide.mp3,ok,-36.96,-10.76,27.2,-24.96,-0.03,12.0,18.96,gain_capped,boost capped at 12.0 dB (would have been 19.0 dB)
denauyen_20120520_180417,"avalanche with two major bursts, then a long wash-out","highlights/audio/GEOPHONY/DENAUYEN_20120520_180417 avalanche with two major bursts, then a long wash-out.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUYEN_20120520_180417 avalanche with two major bursts, then a long wash-out.mp3","highlights/audio_normalized/GEOPHONY/DENAUYEN_20120520_180417 avalanche with two major bursts, then a long wash-out.mp3",ok,-46.5,-18.96,12.0,-34.5,2.83,12.0,28.5,gain_capped,boost capped at 12.0 dB (would have been 28.5 dB)
denauyen_20120521_144128,"clear, deep rock motion on the glacier","highlights/audio/GEOPHONY/DENAUYEN_20120521_144128 clear, deep rock motion on the glacier.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUYEN_20120521_144128 clear, deep rock motion on the glacier.mp3","highlights/audio_normalized/GEOPHONY/DENAUYEN_20120521_144128 clear, deep rock motion on the glacier.mp3",ok,-36.18,-5.0,20.6,-24.18,-0.14,12.0,18.18,gain_capped,boost capped at 12.0 dB (would have been 18.2 dB)
denauyen_20120523_075701,quality rock slide audio,highlights/audio/GEOPHONY/DENAUYEN_20120523_075701 quality rock slide audio.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUYEN_20120523_075701 quality rock slide audio.mp3,highlights/audio_normalized/GEOPHONY/DENAUYEN_20120523_075701 quality rock slide audio.mp3,ok,-30.22,-1.07,18.7,-18.22,2.51,12.0,12.22,gain_capped,boost capped at 12.0 dB (would have been 12.2 dB)
denauyen_20120524_215113,"excellent, steady rock slide audio","highlights/audio/GEOPHONY/DENAUYEN_20120524_215113 excellent, steady rock slide audio.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/DENAUYEN_20120524_215113 excellent, steady rock slide audio.mp3","highlights/audio_normalized/GEOPHONY/DENAUYEN_20120524_215113 excellent, steady rock slide audio.mp3",ok,-25.46,-0.26,19.8,-18.0,0.63,7.46,7.46,hot_peak,input peak -0.3 dBFS — limiter will engage
gaararri_20180624_075645,"small rockfall, background avian chorus","highlights/audio/GEOPHONY/GAARARRI_20180624_075645 small rockfall, background avian chorus.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/GAARARRI_20180624_075645 small rockfall, background avian chorus.mp3","highlights/audio_normalized/GEOPHONY/GAARARRI_20180624_075645 small rockfall, background avian chorus.mp3",ok,-45.03,-12.46,3.5,-33.03,-0.06,12.0,27.03,gain_capped,boost capped at 12.0 dB (would have been 27.0 dB)
gaararri_20180625_071639,"rockslide, background Golden-crowned Sparrow song","highlights/audio/GEOPHONY/GAARARRI_20180625_071639 rockslide, background Golden-crowned Sparrow song TRIM.mp3","archive/pre_loudness_normalize/highlights/audio/GEOPHONY/GAARARRI_20180625_071639 rockslide, background Golden-crowned Sparrow song TRIM.mp3","highlights/audio_normalized/GEOPHONY/GAARARRI_20180625_071639 rockslide, background Golden-crowned Sparrow song TRIM.mp3",ok,-41.4,-15.64,3.2,-29.4,-0.41,12.0,23.4,gain_capped,boost capped at 12.0 dB (would have been 23.4 dB)
gaararri_20180628_145728,Thunder and beginning of rain shower,highlights/audio/GEOPHONY/GAARARRI_20180628_145728 Thunder and beginning of rain shower.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/GAARARRI_20180628_145728 Thunder and beginning of rain shower.mp3,highlights/audio_normalized/GEOPHONY/GAARARRI_20180628_145728 Thunder and beginning of rain shower.mp3,ok,-26.55,-2.6,20.1,-18.0,1.76,8.55,8.55,,
gaaritki_20190621_150734,thunder,highlights/audio/GEOPHONY/GAARITKI_20190621_150734 thunder AMPLIFY +10dB.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/GAARITKI_20190621_150734 thunder AMPLIFY +10dB.mp3,highlights/audio_normalized/GEOPHONY/GAARITKI_20190621_150734 thunder AMPLIFY +10dB.mp3,ok,-36.41,-6.01,17.4,-24.41,0.37,12.0,18.41,gain_capped,boost capped at 12.0 dB (would have been 18.4 dB)
gaarnwal_20140708_140748,thunder no clipping,highlights/audio/GEOPHONY/GAARNWAL_20140708_140748 thunder no clipping.mp3,archive/pre_loudness_normalize/highlights/audio/GEOPHONY/GAARNWAL_20140708_140748 thunder no clipping.mp3,highlights/audio_normalized/GEOPHONY/GAARNWAL_20140708_140748 thunder no clipping.mp3,ok,-28.99,-4.21,23.5,-18.0,2.33,10.99,10.99,high_gain,boost ~11.0 dB — may raise background noise
denacabn_20130714_112628,DENACABN_20130714_112628-UnknownOrthopteran,highlights/audio/INSECTS/DENACABN_20130714_112628-UnknownOrthopteran.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENACABN_20130714_112628-UnknownOrthopteran.mp3,highlights/audio_normalized/INSECTS/DENACABN_20130714_112628-UnknownOrthopteran.mp3,ok,-60.2,-44.44,1.1,-48.2,-0.01,12.0,42.2,gain_capped,boost capped at 12.0 dB (would have been 42.2 dB)
denamcri_20120725_151912,Mosquito (clear),highlights/audio/INSECTS/DENAMCRI_20120725_151912_Mosquito (clear).mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENAMCRI_20120725_151912_Mosquito (clear).mp3,highlights/audio_normalized/INSECTS/DENAMCRI_20120725_151912_Mosquito (clear).mp3,ok,-51.3,-37.97,12.8,-39.3,4.29,12.0,33.3,gain_capped,boost capped at 12.0 dB (would have been 33.3 dB)
denamcri_20120810_191000,mosquitos close,highlights/audio/INSECTS/DENAMCRI_20120810_191000 mosquitos close.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENAMCRI_20120810_191000 mosquitos close.mp3,highlights/audio_normalized/INSECTS/DENAMCRI_20120810_191000 mosquitos close.mp3,ok,-59.36,-37.49,14.5,-47.36,8.14,12.0,41.36,gain_capped,boost capped at 12.0 dB (would have been 41.4 dB)
denamoos_20180719_075149,insect wingbeats with two acoustically distinct behaviors,highlights/audio/INSECTS/DENAMOOS_20180719_075149 insect wingbeats with two acoustically distinct behaviors.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENAMOOS_20180719_075149 insect wingbeats with two acoustically distinct behaviors.mp3,highlights/audio_normalized/INSECTS/DENAMOOS_20180719_075149 insect wingbeats with two acoustically distinct behaviors.mp3,ok,-55.54,-32.29,5.1,-43.54,0.75,12.0,37.54,gain_capped,boost capped at 12.0 dB (would have been 37.5 dB)
denatoko_20160506_015745,deep insect wingbeats,highlights/audio/INSECTS/DENATOKO_20160506_015745 deep insect wingbeats.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENATOKO_20160506_015745 deep insect wingbeats.mp3,highlights/audio_normalized/INSECTS/DENATOKO_20160506_015745 deep insect wingbeats.mp3,ok,-49.8,-31.49,2.6,-37.8,0.21,12.0,31.8,gain_capped,boost capped at 12.0 dB (would have been 31.8 dB)
denatoko_20160507_232954,insect wingbeats with Varied Thrush song,highlights/audio/INSECTS/DENATOKO_20160507_232954 insect wingbeats with Varied Thrush song.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENATOKO_20160507_232954 insect wingbeats with Varied Thrush song.mp3,highlights/audio_normalized/INSECTS/DENATOKO_20160507_232954 insect wingbeats with Varied Thrush song.mp3,ok,-49.77,-24.84,9.9,-37.77,-1.36,12.0,31.77,gain_capped,boost capped at 12.0 dB (would have been 31.8 dB)
denatoko_20190701_100630,long insect wingbeat tone,highlights/audio/INSECTS/DENATOKO_20190701_100630 long insect wingbeat tone.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENATOKO_20190701_100630 long insect wingbeat tone.mp3,highlights/audio_normalized/INSECTS/DENATOKO_20190701_100630 long insect wingbeat tone.mp3,ok,-57.77,-34.12,2.9,-45.77,-0.62,12.0,39.77,gain_capped,boost capped at 12.0 dB (would have been 39.8 dB)
denatrla_20240629_213201,very clear insect wings close to the windscreen,highlights/audio/INSECTS/DENATRLA_20240629_213201 very clear insect wings close to the windscreen.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/DENATRLA_20240629_213201 very clear insect wings close to the windscreen.mp3,highlights/audio_normalized/INSECTS/DENATRLA_20240629_213201 very clear insect wings close to the windscreen.mp3,ok,-18.52,-2.17,20.9,-18.0,0.83,0.52,0.52,,
gaararri_20180625_195435,bumble bee and avian chorus,highlights/audio/INSECTS/GAARARRI_20180625_195435 bumble bee and avian chorus.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARARRI_20180625_195435 bumble bee and avian chorus.mp3,highlights/audio_normalized/INSECTS/GAARARRI_20180625_195435 bumble bee and avian chorus.mp3,ok,-42.72,-23.28,3.8,-30.72,0.04,12.0,24.72,gain_capped,boost capped at 12.0 dB (would have been 24.7 dB)
gaararri_20180723_155006,Grasshoppers stridulating,highlights/audio/INSECTS/GAARARRI_20180723_155006 Grasshoppers stridulating.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARARRI_20180723_155006 Grasshoppers stridulating.mp3,highlights/audio_normalized/INSECTS/GAARARRI_20180723_155006 Grasshoppers stridulating.mp3,ok,-50.7,-30.51,0.9,-38.7,0.06,12.0,32.7,gain_capped,boost capped at 12.0 dB (would have been 32.7 dB)
gaarflor_20180612_210329,clear insect buzzing,highlights/audio/INSECTS/GAARFLOR_20180612_210329 clear insect buzzing.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARFLOR_20180612_210329 clear insect buzzing.mp3,highlights/audio_normalized/INSECTS/GAARFLOR_20180612_210329 clear insect buzzing.mp3,ok,-46.25,-22.8,25.0,-34.25,-2.88,12.0,28.25,gain_capped,boost capped at 12.0 dB (would have been 28.2 dB)
gaarflor_20180704_185606,moth wingbeats,highlights/audio/INSECTS/GAARFLOR_20180704_185606 moth wingbeats.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARFLOR_20180704_185606 moth wingbeats.mp3,highlights/audio_normalized/INSECTS/GAARFLOR_20180704_185606 moth wingbeats.mp3,ok,-49.1,-14.43,16.1,-37.1,0.06,12.0,31.1,gain_capped,boost capped at 12.0 dB (would have been 31.1 dB)
gaarnnut_20140705_214919,very clear insect wingbeats,highlights/audio/INSECTS/GAARNNUT_20140705_214919 very clear insect wingbeats.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARNNUT_20140705_214919 very clear insect wingbeats.mp3,highlights/audio_normalized/INSECTS/GAARNNUT_20140705_214919 very clear insect wingbeats.mp3,ok,-47.73,-26.36,18.8,-35.73,-1.29,12.0,29.73,gain_capped,boost capped at 12.0 dB (would have been 29.7 dB)
gaarnnut_20140706_112454,"long, horrible insect recording","highlights/audio/INSECTS/GAARNNUT_20140706_112454 long, horrible insect recording.mp3","archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARNNUT_20140706_112454 long, horrible insect recording.mp3","highlights/audio_normalized/INSECTS/GAARNNUT_20140706_112454 long, horrible insect recording.mp3",ok,-44.62,-26.44,8.5,-32.62,-0.42,12.0,26.62,gain_capped,boost capped at 12.0 dB (would have been 26.6 dB)
gaarpala_20190615_075733,"interesting repeated insect wingbeats with nearly identical harmonic structure each time, avian background","highlights/audio/INSECTS/GAARPALA_20190615_075733 interesting repeated insect wingbeats with nearly identical harmonic structure each time, avian background.mp3","archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARPALA_20190615_075733 interesting repeated insect wingbeats with nearly identical harmonic structure each time, avian background.mp3","highlights/audio_normalized/INSECTS/GAARPALA_20190615_075733 interesting repeated insect wingbeats with nearly identical harmonic structure each time, avian background.mp3",ok,-64.33,-30.5,7.4,-52.33,3.17,12.0,46.33,gain_capped,boost capped at 12.0 dB (would have been 46.3 dB)
gaarupno_20180726_222040,fly sporadically buzzes,highlights/audio/INSECTS/GAARUPNO_20180726_222040 fly sporadically buzzes.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/GAARUPNO_20180726_222040 fly sporadically buzzes.mp3,highlights/audio_normalized/INSECTS/GAARUPNO_20180726_222040 fly sporadically buzzes.mp3,ok,-43.41,-11.92,10.5,-31.41,0.14,12.0,25.41,gain_capped,boost capped at 12.0 dB (would have been 25.4 dB)
katmdori_20160811_093232,a long insect event with rich harmonics,highlights/audio/INSECTS/KATMDORI_20160811_093232 a long insect event with rich harmonics.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/KATMDORI_20160811_093232 a long insect event with rich harmonics.mp3,highlights/audio_normalized/INSECTS/KATMDORI_20160811_093232 a long insect event with rich harmonics.mp3,ok,-45.43,-16.09,5.6,-33.43,-0.72,12.0,27.43,gain_capped,boost capped at 12.0 dB (would have been 27.4 dB)
katmjojo_20160628_090025,insect wingbeats slowly increase in pitch,highlights/audio/INSECTS/KATMJOJO_20160628_090025 insect wingbeats slowly increase in pitch.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/KATMJOJO_20160628_090025 insect wingbeats slowly increase in pitch.mp3,highlights/audio_normalized/INSECTS/KATMJOJO_20160628_090025 insect wingbeats slowly increase in pitch.mp3,ok,-66.38,-39.58,6.7,-54.38,6.43,12.0,48.38,gain_capped,boost capped at 12.0 dB (would have been 48.4 dB)
katmkaba_20160730_044150,"large insect repeatedly lands on windscreen, background gulls surf","highlights/audio/INSECTS/KATMKABA_20160730_044150 large insect repeatedly lands on windscreen, background gulls surf.mp3","archive/pre_loudness_normalize/highlights/audio/INSECTS/KATMKABA_20160730_044150 large insect repeatedly lands on windscreen, background gulls surf.mp3","highlights/audio_normalized/INSECTS/KATMKABA_20160730_044150 large insect repeatedly lands on windscreen, background gulls surf.mp3",ok,-58.99,-36.12,9.0,-46.99,0.16,12.0,40.99,gain_capped,boost capped at 12.0 dB (would have been 41.0 dB)
katmtact_20170714_114719,good quality buzzy insect wingbeats,highlights/audio/INSECTS/KATMTACT_20170714_114719 good quality buzzy insect wingbeats.mp3,archive/pre_loudness_normalize/highlights/audio/INSECTS/KATMTACT_20170714_114719 good quality buzzy insect wingbeats.mp3,highlights/audio_normalized/INSECTS/KATMTACT_20170714_114719 good quality buzzy insect wingbeats.mp3,ok,-62.0,-44.11,8.2,-50.0,6.76,12.0,44.0,gain_capped,boost capped at 12.0 dB (would have been 44.0 dB)
denacath_20170727_181009,Arctic Ground Squirrel call with reverberation,highlights/audio/MAMMALS/DENACATH_20170727_181009 Arctic Ground Squirrel call with reverberation.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENACATH_20170727_181009 Arctic Ground Squirrel call with reverberation.mp3,highlights/audio_normalized/MAMMALS/DENACATH_20170727_181009 Arctic Ground Squirrel call with reverberation.mp3,ok,-39.79,-20.89,6.0,-27.79,8.67,12.0,21.79,gain_capped,boost capped at 12.0 dB (would have been 21.8 dB)
denafang_20110706_064839,Dall Sheep bleating,highlights/audio/MAMMALS/DENAFANG_20110706_064839_Dall Sheep bleating TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENAFANG_20110706_064839_Dall Sheep bleating TRIM.mp3,highlights/audio_normalized/MAMMALS/DENAFANG_20110706_064839_Dall Sheep bleating TRIM.mp3,ok,-44.93,-20.85,11.2,-32.93,0.9,12.0,26.93,gain_capped,boost capped at 12.0 dB (would have been 26.9 dB)
denafang_20130730_090604,Caribou_Walking-Snorting-Grazing,highlights/audio/MAMMALS/DENAFANG_20130730_090604_Caribou_Walking-Snorting-Grazing.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENAFANG_20130730_090604_Caribou_Walking-Snorting-Grazing.mp3,highlights/audio_normalized/MAMMALS/DENAFANG_20130730_090604_Caribou_Walking-Snorting-Grazing.mp3,ok,-34.95,0.41,16.6,-22.95,4.93,12.0,16.95,gain_capped|hot_peak,boost capped at 12.0 dB (would have been 17.0 dB); input peak 0.4 dBFS — limiter will engage
denahauk_20140617_084002,iron creek west wolves (male 1405) howling interspersed with dawn chorus,highlights/audio/MAMMALS/DENAHAUK_20140617_084002 iron creek west wolves (male 1405) howling interspersed with dawn chorus TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENAHAUK_20140617_084002 iron creek west wolves (male 1405) howling interspersed with dawn chorus TRIM.mp3,highlights/audio_normalized/MAMMALS/DENAHAUK_20140617_084002 iron creek west wolves (male 1405) howling interspersed with dawn chorus TRIM.mp3,ok,-40.46,-23.88,12.1,-28.46,1.76,12.0,22.46,gain_capped,boost capped at 12.0 dB (would have been 22.5 dB)
denahauk_20140617_084002-mp3,iron creek west wolves (male 1405) howling interspersed with dawn chorus,highlights/audio/MAMMALS/DENAHAUK_20140617_084002 iron creek west wolves (male 1405) howling interspersed with dawn chorus.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENAHAUK_20140617_084002 iron creek west wolves (male 1405) howling interspersed with dawn chorus.mp3,highlights/audio_normalized/MAMMALS/DENAHAUK_20140617_084002 iron creek west wolves (male 1405) howling interspersed with dawn chorus.mp3,ok,-39.9,-18.14,14.8,-27.9,0.71,12.0,21.9,gain_capped,boost capped at 12.0 dB (would have been 21.9 dB)
denahots_20140601_212218,American Red Squirrel very clear and possible to hear palate or nasal-related sounds,highlights/audio/MAMMALS/DENAHOTS_20140601_212218 American Red Squirrel very clear and possible to hear palate or nasal-related sounds TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENAHOTS_20140601_212218 American Red Squirrel very clear and possible to hear palate or nasal-related sounds TRIM.mp3,highlights/audio_normalized/MAMMALS/DENAHOTS_20140601_212218 American Red Squirrel very clear and possible to hear palate or nasal-related sounds TRIM.mp3,ok,-39.29,-19.34,5.7,-27.29,-1.1,12.0,21.29,gain_capped,boost capped at 12.0 dB (would have been 21.3 dB)
denarugl_20060619_043533,Bear attacks audio equipment,highlights/audio/MAMMALS/DENARUGL_20060619_043533 Bear attacks audio equipment.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENARUGL_20060619_043533 Bear attacks audio equipment.mp3,highlights/audio_normalized/MAMMALS/DENARUGL_20060619_043533 Bear attacks audio equipment.mp3,ok,-27.35,-5.21,12.1,-18.0,4.41,9.35,9.35,,
denatrla_20170712_233940,very clear reverberant Coyote howls,highlights/audio/MAMMALS/DENATRLA_20170712_233940 very clear reverberant Coyote howls TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENATRLA_20170712_233940 very clear reverberant Coyote howls TRIM.mp3,highlights/audio_normalized/MAMMALS/DENATRLA_20170712_233940 very clear reverberant Coyote howls TRIM.mp3,ok,-21.97,-5.85,17.2,-18.0,0.48,3.97,3.97,,
denatrla_20180809_213355,coyote howls,highlights/audio/MAMMALS/DENATRLA_20180809_213355 coyote howls AMPLIFY +15dB.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENATRLA_20180809_213355 coyote howls AMPLIFY +15dB.mp3,highlights/audio_normalized/MAMMALS/DENATRLA_20180809_213355 coyote howls AMPLIFY +15dB.mp3,ok,-49.97,-29.86,9.7,-37.97,0.21,12.0,31.97,gain_capped,boost capped at 12.0 dB (would have been 32.0 dB)
denatrla_20240618_160107,"clear, relatively undistorted American Red Squirrel calls","highlights/audio/MAMMALS/DENATRLA_20240618_160107 clear, relatively undistorted American Red Squirrel calls TRIM.mp3","archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENATRLA_20240618_160107 clear, relatively undistorted American Red Squirrel calls TRIM.mp3","highlights/audio_normalized/MAMMALS/DENATRLA_20240618_160107 clear, relatively undistorted American Red Squirrel calls TRIM.mp3",ok,-37.16,-13.46,14.9,-25.16,-0.31,12.0,19.16,gain_capped,boost capped at 12.0 dB (would have been 19.2 dB)
denatrla_20240719_213623,"very clear, spastic and varied American Red Squirrel alarm calls","highlights/audio/MAMMALS/DENATRLA_20240719_213623 very clear, spastic and varied American Red Squirrel alarm calls TRIM.mp3","archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENATRLA_20240719_213623 very clear, spastic and varied American Red Squirrel alarm calls TRIM.mp3","highlights/audio_normalized/MAMMALS/DENATRLA_20240719_213623 very clear, spastic and varied American Red Squirrel alarm calls TRIM.mp3",ok,-20.28,-1.65,24.7,-18.0,-0.38,2.28,2.28,,
